run_id,experiment_kind,workload_id,method,cpu_usage_m,measurement_statistic,sampling_interval_seconds,measurement_window_seconds,source,reconciliation_category,legacy_source_field,raw_schema_version
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_memory_pressure-r04-medium,comparative,ml_sklearn_fit_memory_pressure,intent_only,1751.983,legacy_interval_sample_or_full_window_maximum,0.01,4.265151,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_basic_python-r04-medium,comparative,light_basic_python,static_default,1123.453,full_window_average,,0.001366,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_basic_python-r01-small,comparative,light_basic_python,intent_only,1115.53,full_window_average,,0.001986,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-policy_gpu_disallowed-r04-small,comparative,policy_gpu_disallowed,intent_only,2032.009,full_window_average,,0.000743,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_small-r02-medium,comparative,ml_sklearn_fit_small,context_aware,1026.807,full_window_average,,0.006254,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_dataframe_join_medium-r03-medium,comparative,data_dataframe_join_medium,static_default,1185.128,full_window_average,,0.00477,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_visual_aggregation-r01-small,comparative,light_visual_aggregation,intent_only,1061.534,full_window_average,,0.002249,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_dataframe_join_medium-r01-medium,comparative,data_dataframe_join_medium,context_aware,1131.386,full_window_average,,0.004698,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_below_0_5_ambiguous-r02-small,comparative,boundary_below_0_5_ambiguous,intent_only,1299.333,full_window_average,,0.003106,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_small-r01-medium,comparative,ml_sklearn_fit_small,context_aware,985.306,full_window_average,,0.007136,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_basic_python-r00-small,comparative,light_basic_python,intent_only,1812.7,full_window_average,,0.001193,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-policy_gpu_disallowed-r03-small,comparative,policy_gpu_disallowed,intent_only,982.38,full_window_average,,0.00065,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_large_aggregation-r03-medium,comparative,data_large_aggregation,intent_only,1071.091,full_window_average,,0.007877,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_small_csv_read-r01-medium,comparative,light_small_csv_read,static_default,1163.875,full_window_average,,0.006617,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_visual_aggregation-r02-small,comparative,light_visual_aggregation,context_aware,1158.557,full_window_average,,0.002536,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_small_csv_read-r03-medium,comparative,light_small_csv_read,static_default,1102.145,full_window_average,,0.006337,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_pandas_read_transform-r02-medium,comparative,data_pandas_read_transform,context_aware,1045.227,legacy_interval_sample_or_full_window_maximum,0.01,0.017191,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_memory_pressure-r00-medium,comparative,ml_sklearn_fit_memory_pressure,intent_only,2034.055,legacy_interval_sample_or_full_window_maximum,0.01,3.415558,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_small_csv_read-r02-medium,comparative,light_small_csv_read,static_default,1035.189,full_window_average,,0.006297,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_large_aggregation-r02-medium,comparative,data_large_aggregation,static_default,1165.355,full_window_average,,0.008913,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_above_0_5_conflicting-r00-medium,comparative,boundary_above_0_5_conflicting,intent_only,1343.485,legacy_interval_sample_or_full_window_maximum,0.01,0.06297,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_small-r03-medium,comparative,ml_sklearn_fit_small,context_aware,1052.835,full_window_average,,0.007089,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_large_aggregation-r00-medium,comparative,data_large_aggregation,static_default,969.524,full_window_average,,0.008774,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_large_aggregation-r01-medium,comparative,data_large_aggregation,static_default,1025.728,full_window_average,,0.007441,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_large_aggregation-r04-medium,comparative,data_large_aggregation,intent_only,906.074,full_window_average,,0.009396,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_small-r00-medium,comparative,ml_sklearn_fit_small,static_default,998.328,full_window_average,,0.007409,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_visual_aggregation-r02-medium,comparative,light_visual_aggregation,static_default,1329.471,full_window_average,,0.002417,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
