run_id,experiment_kind,workload_id,method,cpu_usage_m,measurement_statistic,sampling_interval_seconds,measurement_window_seconds,source,reconciliation_category,legacy_source_field,raw_schema_version
comparative-39b6973-seed20260720-static_default-data_large_aggregation-r03-medium,comparative,data_large_aggregation,static_default,1115.816,full_window_average,,0.007694,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_small_csv_read-r03-medium,comparative,light_small_csv_read,context_aware,882.933,full_window_average,,0.007146,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_dataframe_join_medium-r03-medium,comparative,data_dataframe_join_medium,context_aware,1041.264,full_window_average,,0.00443,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_memory_pressure-r02-medium,comparative,ml_sklearn_fit_memory_pressure,static_default,1753.482,legacy_interval_sample_or_full_window_maximum,0.01,4.016979,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_medium-r00-medium,comparative,ml_sklearn_fit_medium,static_default,1499.857,legacy_interval_sample_or_full_window_maximum,0.01,0.364665,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_visual_aggregation-r04-small,comparative,light_visual_aggregation,intent_only,1388.05,full_window_average,,0.002591,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-policy_gpu_disallowed-r04-medium,comparative,policy_gpu_disallowed,context_aware,1365.823,full_window_average,,0.001092,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_small_csv_read-r04-medium,comparative,light_small_csv_read,intent_only,1099.657,full_window_average,,0.006569,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_small-r02-medium,comparative,ml_sklearn_fit_small,static_default,1123.737,full_window_average,,0.006676,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_below_0_5_ambiguous-r01-small,comparative,boundary_below_0_5_ambiguous,context_aware,1175.801,full_window_average,,0.003628,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_memory_pressure-r01-medium,comparative,ml_sklearn_fit_memory_pressure,intent_only,1672.048,legacy_interval_sample_or_full_window_maximum,0.01,3.87188,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_pandas_read_transform-r00-medium,comparative,data_pandas_read_transform,intent_only,1009.915,legacy_interval_sample_or_full_window_maximum,0.01,0.015951,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-policy_gpu_disallowed-r01-medium,comparative,policy_gpu_disallowed,static_default,1351.724,full_window_average,,0.001083,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_small-r03-medium,comparative,ml_sklearn_fit_small,static_default,1015.95,full_window_average,,0.008825,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_medium-r02-large,comparative,ml_sklearn_fit_medium,intent_only,1331.872,legacy_interval_sample_or_full_window_maximum,0.01,0.370166,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_below_0_5_ambiguous-r04-medium,comparative,boundary_below_0_5_ambiguous,static_default,1040.812,full_window_average,,0.004332,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_pandas_read_transform-r02-medium,comparative,data_pandas_read_transform,intent_only,1004.475,legacy_interval_sample_or_full_window_maximum,0.01,0.016118,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_below_0_5_ambiguous-r00-small,comparative,boundary_below_0_5_ambiguous,intent_only,1109.238,full_window_average,,0.003248,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_basic_python-r01-small,comparative,light_basic_python,context_aware,1141.073,full_window_average,,0.001115,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_small_csv_read-r02-medium,comparative,light_small_csv_read,context_aware,1125.349,full_window_average,,0.005571,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_below_0_5_ambiguous-r04-small,comparative,boundary_below_0_5_ambiguous,intent_only,1309.366,full_window_average,,0.003291,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_small-r02-medium,comparative,ml_sklearn_fit_small,intent_only,1147.182,full_window_average,,0.006169,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_medium-r00-large,comparative,ml_sklearn_fit_medium,context_aware,1220.568,legacy_interval_sample_or_full_window_maximum,0.01,0.222435,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_small-r04-medium,comparative,ml_sklearn_fit_small,context_aware,1047.539,full_window_average,,0.007553,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_pandas_read_transform-r04-medium,comparative,data_pandas_read_transform,static_default,1023.346,full_window_average,,0.017078,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_visual_aggregation-r01-medium,comparative,light_visual_aggregation,static_default,1040.148,full_window_average,,0.007719,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_above_0_5_conflicting-r02-medium,comparative,boundary_above_0_5_conflicting,intent_only,1007.237,legacy_interval_sample_or_full_window_maximum,0.01,0.076151,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_memory_pressure-r04-medium,comparative,ml_sklearn_fit_memory_pressure,static_default,1753.491,legacy_interval_sample_or_full_window_maximum,0.01,3.596289,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_visual_aggregation-r04-medium,comparative,light_visual_aggregation,static_default,1281.371,full_window_average,,0.002626,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_small_csv_read-r01-medium,comparative,light_small_csv_read,context_aware,1124.46,full_window_average,,0.005998,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_dataframe_join_medium-r03-small,comparative,data_dataframe_join_medium,intent_only,95.712,legacy_interval_sample_or_full_window_maximum,0.01,0.057952,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_small_csv_read-r00-medium,comparative,light_small_csv_read,intent_only,1138.725,full_window_average,,0.005896,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_below_0_5_ambiguous-r03-medium,comparative,boundary_below_0_5_ambiguous,static_default,1139.33,full_window_average,,0.003736,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_small_csv_read-r03-medium,comparative,light_small_csv_read,intent_only,1015.87,full_window_average,,0.006,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_memory_pressure-r04-large,comparative,ml_sklearn_fit_memory_pressure,context_aware,1707.093,legacy_interval_sample_or_full_window_maximum,0.01,3.245413,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_medium-r03-large,comparative,ml_sklearn_fit_medium,context_aware,1173.959,legacy_interval_sample_or_full_window_maximum,0.01,0.19311,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_above_0_5_conflicting-r04-large,comparative,boundary_above_0_5_conflicting,context_aware,1695.907,legacy_interval_sample_or_full_window_maximum,0.01,0.056433,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_small_csv_read-r04-medium,comparative,light_small_csv_read,context_aware,1049.612,full_window_average,,0.005773,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_below_0_5_ambiguous-r01-medium,comparative,boundary_below_0_5_ambiguous,static_default,1100.037,full_window_average,,0.003156,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_large_aggregation-r02-large,comparative,data_large_aggregation,context_aware,1045.238,full_window_average,,0.007121,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_memory_pressure-r02-large,comparative,ml_sklearn_fit_memory_pressure,context_aware,2061.368,legacy_interval_sample_or_full_window_maximum,0.01,3.286098,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_pandas_read_transform-r02-medium,comparative,data_pandas_read_transform,static_default,1031.692,full_window_average,,0.014807,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_large_aggregation-r02-medium,comparative,data_large_aggregation,intent_only,1068.655,full_window_average,,0.00695,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_above_0_5_conflicting-r02-large,comparative,boundary_above_0_5_conflicting,context_aware,1567.996,legacy_interval_sample_or_full_window_maximum,0.01,0.062202,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_pandas_read_transform-r04-medium,comparative,data_pandas_read_transform,context_aware,1015.585,legacy_interval_sample_or_full_window_maximum,0.01,0.016116,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_dataframe_join_medium-r00-medium,comparative,data_dataframe_join_medium,static_default,1077.539,full_window_average,,0.004763,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_memory_pressure-r03-medium,comparative,ml_sklearn_fit_memory_pressure,intent_only,2444.12,legacy_interval_sample_or_full_window_maximum,0.01,5.168276,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_visual_aggregation-r03-medium,comparative,light_visual_aggregation,static_default,1007.084,full_window_average,,0.003537,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_medium-r01-medium,comparative,ml_sklearn_fit_medium,static_default,1210.703,legacy_interval_sample_or_full_window_maximum,0.01,0.200108,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-policy_gpu_disallowed-r03-medium,comparative,policy_gpu_disallowed,static_default,2165.771,full_window_average,,0.000585,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_below_0_5_ambiguous-r03-small,comparative,boundary_below_0_5_ambiguous,intent_only,1093.811,full_window_average,,0.003047,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_above_0_5_conflicting-r00-large,comparative,boundary_above_0_5_conflicting,context_aware,1431.159,legacy_interval_sample_or_full_window_maximum,0.01,0.05996,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_basic_python-r02-small,comparative,light_basic_python,intent_only,1490.322,full_window_average,,0.001734,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_below_0_5_ambiguous-r01-small,comparative,boundary_below_0_5_ambiguous,intent_only,1135.933,full_window_average,,0.003218,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_basic_python-r04-small,comparative,light_basic_python,context_aware,1686.686,full_window_average,,0.001352,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-policy_gpu_disallowed-r04-medium,comparative,policy_gpu_disallowed,static_default,2001.57,full_window_average,,0.000758,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_pandas_read_transform-r01-medium,comparative,data_pandas_read_transform,static_default,1032.905,legacy_interval_sample_or_full_window_maximum,0.01,0.017299,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_small_csv_read-r02-medium,comparative,light_small_csv_read,intent_only,1147.044,full_window_average,,0.007624,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_visual_aggregation-r01-small,comparative,light_visual_aggregation,context_aware,1437.271,full_window_average,,0.00221,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_below_0_5_ambiguous-r00-medium,comparative,boundary_below_0_5_ambiguous,static_default,1144.587,full_window_average,,0.003522,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_visual_aggregation-r03-small,comparative,light_visual_aggregation,context_aware,1266.198,full_window_average,,0.002307,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_medium-r02-large,comparative,ml_sklearn_fit_medium,context_aware,1201.513,legacy_interval_sample_or_full_window_maximum,0.01,0.200317,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_large_aggregation-r03-large,comparative,data_large_aggregation,context_aware,991.293,full_window_average,,0.008208,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_dataframe_join_medium-r00-small,comparative,data_dataframe_join_medium,intent_only,1182.782,full_window_average,,0.004361,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_above_0_5_conflicting-r00-medium,comparative,boundary_above_0_5_conflicting,static_default,1252.922,legacy_interval_sample_or_full_window_maximum,0.01,0.06195,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_dataframe_join_medium-r04-small,comparative,data_dataframe_join_medium,intent_only,1087.626,full_window_average,,0.004111,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_basic_python-r01-medium,comparative,light_basic_python,static_default,1198.043,full_window_average,,0.001635,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_medium-r01-large,comparative,ml_sklearn_fit_medium,intent_only,1833.983,legacy_interval_sample_or_full_window_maximum,0.01,0.197179,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-policy_gpu_disallowed-r01-small,comparative,policy_gpu_disallowed,intent_only,1564.602,full_window_average,,0.000999,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_small_csv_read-r00-medium,comparative,light_small_csv_read,static_default,1061.099,full_window_average,,0.005726,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_large_aggregation-r04-large,comparative,data_large_aggregation,context_aware,1113.193,full_window_average,,0.008204,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_basic_python-r02-small,comparative,light_basic_python,context_aware,1476.527,full_window_average,,0.001328,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_pandas_read_transform-r00-medium,comparative,data_pandas_read_transform,static_default,1034.6,full_window_average,,0.016191,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_pandas_read_transform-r01-medium,comparative,data_pandas_read_transform,intent_only,1003.202,legacy_interval_sample_or_full_window_maximum,0.01,0.01566,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_medium-r04-large,comparative,ml_sklearn_fit_medium,context_aware,1307.95,legacy_interval_sample_or_full_window_maximum,0.01,0.182036,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_large_aggregation-r01-medium,comparative,data_large_aggregation,intent_only,968.804,full_window_average,,0.007887,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_medium-r02-medium,comparative,ml_sklearn_fit_medium,static_default,1280.829,legacy_interval_sample_or_full_window_maximum,0.01,0.189383,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-light_small_csv_read-r00-medium,comparative,light_small_csv_read,context_aware,1050.134,full_window_average,,0.005421,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_above_0_5_conflicting-r04-medium,comparative,boundary_above_0_5_conflicting,static_default,1018.356,legacy_interval_sample_or_full_window_maximum,0.01,0.063372,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_above_0_5_conflicting-r03-large,comparative,boundary_above_0_5_conflicting,context_aware,1010.112,legacy_interval_sample_or_full_window_maximum,0.01,0.056929,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_small-r04-medium,comparative,ml_sklearn_fit_small,intent_only,1018.744,full_window_average,,0.00698,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_medium-r04-medium,comparative,ml_sklearn_fit_medium,static_default,1469.26,legacy_interval_sample_or_full_window_maximum,0.01,0.178819,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_large_aggregation-r04-medium,comparative,data_large_aggregation,static_default,812.986,full_window_average,,0.008667,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-data_pandas_read_transform-r04-medium,comparative,data_pandas_read_transform,intent_only,1033.382,full_window_average,,0.014997,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-boundary_above_0_5_conflicting-r01-medium,comparative,boundary_above_0_5_conflicting,intent_only,1013.277,legacy_interval_sample_or_full_window_maximum,0.01,0.060879,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_small-r00-medium,comparative,ml_sklearn_fit_small,intent_only,995.986,full_window_average,,0.010558,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_large_aggregation-r00-large,comparative,data_large_aggregation,context_aware,1141.338,full_window_average,,0.007036,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_pandas_read_transform-r01-medium,comparative,data_pandas_read_transform,context_aware,994.215,full_window_average,,0.016515,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-data_dataframe_join_medium-r01-medium,comparative,data_dataframe_join_medium,static_default,1143.03,full_window_average,,0.004192,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_small-r00-medium,comparative,ml_sklearn_fit_small,context_aware,1125.691,full_window_average,,0.007547,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_medium-r04-large,comparative,ml_sklearn_fit_medium,intent_only,1218.084,legacy_interval_sample_or_full_window_maximum,0.01,0.196884,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_basic_python-r02-medium,comparative,light_basic_python,static_default,1673.7,full_window_average,,0.001487,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_below_0_5_ambiguous-r03-small,comparative,boundary_below_0_5_ambiguous,context_aware,1160.29,full_window_average,,0.003011,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_small_csv_read-r04-medium,comparative,light_small_csv_read,static_default,1094.49,full_window_average,,0.006174,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-policy_gpu_disallowed-r00-medium,comparative,policy_gpu_disallowed,context_aware,2358.102,full_window_average,,0.000814,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_visual_aggregation-r03-small,comparative,light_visual_aggregation,intent_only,1470.946,full_window_average,,0.002053,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-light_visual_aggregation-r02-small,comparative,light_visual_aggregation,intent_only,1168.881,full_window_average,,0.00224,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-policy_gpu_disallowed-r02-medium,comparative,policy_gpu_disallowed,static_default,2193.674,full_window_average,,0.000854,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_small-r01-medium,comparative,ml_sklearn_fit_small,intent_only,1120.596,full_window_average,,0.007422,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-boundary_above_0_5_conflicting-r01-medium,comparative,boundary_above_0_5_conflicting,static_default,1237.319,legacy_interval_sample_or_full_window_maximum,0.01,0.060894,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_dataframe_join_medium-r02-medium,comparative,data_dataframe_join_medium,context_aware,592.24,full_window_average,,0.009084,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-ml_sklearn_fit_small-r01-medium,comparative,ml_sklearn_fit_small,static_default,1043.698,full_window_average,,0.008199,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-boundary_above_0_5_conflicting-r01-large,comparative,boundary_above_0_5_conflicting,context_aware,1124.317,legacy_interval_sample_or_full_window_maximum,0.01,0.063748,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-intent_only-ml_sklearn_fit_memory_pressure-r02-medium,comparative,ml_sklearn_fit_memory_pressure,intent_only,2030.269,legacy_interval_sample_or_full_window_maximum,0.01,3.422407,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-data_pandas_read_transform-r03-medium,comparative,data_pandas_read_transform,context_aware,1011.64,legacy_interval_sample_or_full_window_maximum,0.01,0.017627,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_memory_pressure-r01-large,comparative,ml_sklearn_fit_memory_pressure,context_aware,1512.431,legacy_interval_sample_or_full_window_maximum,0.01,3.363326,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-context_aware-ml_sklearn_fit_medium-r01-large,comparative,ml_sklearn_fit_medium,context_aware,1162.838,legacy_interval_sample_or_full_window_maximum,0.01,0.196097,cgroup_v2_cpu_stat_max_of_interval_samples_and_full_window_average,legacy_hybrid_maximum,peak_cpu_m,1.0.0
comparative-39b6973-seed20260720-static_default-light_visual_aggregation-r00-medium,comparative,light_visual_aggregation,static_default,1267.906,full_window_average,,0.002311,cgroup_v2_cpu_stat_full_window_delta,average,peak_cpu_m,1.0.0
