applied_profile,category,cleanup_status,context_signal_summary,cpu_limit_m,cpu_request_m,cpu_request_to_peak_ratio,dataset_size_hint_gb,environment_id,error_message,excluded_from_comparative_summary,exclusion_reason,exit_code,exit_reason,expected_acceptable_profiles,expected_pressure_type,expected_recommender_profiles,git_commit,input_intent,kubernetes_evidence,memory_limit_mi,memory_request_mi,memory_request_to_peak_ratio,method,missing_peak_cpu,missing_peak_memory,missing_pending_time,missing_restart_count,oom_killed,peak_cpu_m,peak_memory_mi,pod_pending_duration_seconds,policy_warnings,profile_delta,random_seed,recommendation_outcome,recommendation_reasons,recommended_profile,repeat_index,resource_measurement_source,restart_or_respawn_count,run_id,schema_version,success,supporting_log_paths,time_to_success_seconds,timeout,timestamp,workload_id,workload_runtime_seconds
medium,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,1.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_join,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Join two dataframes and compute summary features.,{},953,732,34.857143,context_aware,True,False,True,False,False,,21,,[],0,202607192106,acceptable,"[""dataset size >= 0.5GB""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_dataframe_join_medium-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_dataframe_join_medium-r04/data_dataframe_join_medium/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_dataframe_join_medium-r04/data_dataframe_join_medium/workload_stderr.txt""]",0.002944,False,2026-07-19T14:04:36Z,data_dataframe_join_medium,0.002944
large,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,69.714286,static_manual,True,False,True,False,False,,21,,[],0,202607192103,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r00/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r00/data_large_aggregation/workload_stderr.txt""]",0.005406,False,2026-07-19T14:04:36Z,data_large_aggregation,0.005406
large,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,static_manual,True,False,True,False,False,,20,,[],0,202607192104,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r01/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r01/data_large_aggregation/workload_stderr.txt""]",0.005124,False,2026-07-19T14:04:36Z,data_large_aggregation,0.005124
large,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,static_manual,True,False,True,False,False,,20,,[],0,202607192105,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r02/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r02/data_large_aggregation/workload_stderr.txt""]",0.00509,False,2026-07-19T14:04:36Z,data_large_aggregation,0.00509
large,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,static_manual,True,False,True,False,False,,20,,[],0,202607192106,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r03/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r03/data_large_aggregation/workload_stderr.txt""]",0.005401,False,2026-07-19T14:04:36Z,data_large_aggregation,0.005401
large,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,static_manual,True,False,True,False,False,,20,,[],0,202607192107,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r04/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_large_aggregation-r04/data_large_aggregation/workload_stderr.txt""]",0.00503,False,2026-07-19T14:04:36Z,data_large_aggregation,0.00503
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],-1,202607192103,under,"[""data-processing context detected: csv""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r00/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r00/data_large_aggregation/workload_stderr.txt""]",0.005041,False,2026-07-19T14:04:36Z,data_large_aggregation,0.005041
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],-1,202607192104,under,"[""data-processing context detected: csv""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r01/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r01/data_large_aggregation/workload_stderr.txt""]",0.005294,False,2026-07-19T14:04:36Z,data_large_aggregation,0.005294
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],-1,202607192105,under,"[""data-processing context detected: csv""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r02/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r02/data_large_aggregation/workload_stderr.txt""]",0.005321,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005321
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],-1,202607192106,under,"[""data-processing context detected: csv""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r03/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r03/data_large_aggregation/workload_stderr.txt""]",0.005365,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005365
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],-1,202607192107,under,"[""data-processing context detected: csv""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r04/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_large_aggregation-r04/data_large_aggregation/workload_stderr.txt""]",0.005547,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005547
large,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,context_aware,True,False,True,False,False,,20,,[],0,202607192103,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas, csv""]",large,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r00/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r00/data_large_aggregation/workload_stderr.txt""]",0.005203,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005203
large,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,69.714286,context_aware,True,False,True,False,False,,21,,[],0,202607192104,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas, csv""]",large,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r01/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r01/data_large_aggregation/workload_stderr.txt""]",0.005105,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005105
large,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,context_aware,True,False,True,False,False,,20,,[],0,202607192105,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas, csv""]",large,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r02/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r02/data_large_aggregation/workload_stderr.txt""]",0.005319,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005319
large,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,context_aware,True,False,True,False,False,,20,,[],0,202607192106,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas, csv""]",large,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r03/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r03/data_large_aggregation/workload_stderr.txt""]",0.006068,False,2026-07-19T14:04:37Z,data_large_aggregation,0.006068
large,data_processing,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",2000,1500,,2.2,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""large""]",high_memory_groupby,"[""large""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Aggregate a larger CSV and compare group-level totals.,{},1907,1464,73.2,context_aware,True,False,True,False,False,,20,,[],0,202607192107,acceptable,"[""dataset size >= 2GB"",""data-processing context detected: pandas, csv""]",large,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r04/data_large_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-data_large_aggregation-r04/data_large_aggregation/workload_stderr.txt""]",0.005101,False,2026-07-19T14:04:37Z,data_large_aggregation,0.005101
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,34.857143,static_manual,True,False,True,False,False,,21,,[],0,202607192101,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r00/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r00/data_pandas_read_transform/workload_stderr.txt""]",0.010157,False,2026-07-19T14:04:34Z,data_pandas_read_transform,0.010157
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,34.857143,static_manual,True,False,True,False,False,,21,,[],0,202607192102,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r01/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r01/data_pandas_read_transform/workload_stderr.txt""]",0.010242,False,2026-07-19T14:04:34Z,data_pandas_read_transform,0.010242
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607192103,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r02/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r02/data_pandas_read_transform/workload_stderr.txt""]",0.010229,False,2026-07-19T14:04:34Z,data_pandas_read_transform,0.010229
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607192104,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r03/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r03/data_pandas_read_transform/workload_stderr.txt""]",0.010051,False,2026-07-19T14:04:34Z,data_pandas_read_transform,0.010051
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,static_manual,True,False,True,False,False,,20,,[],0,202607192105,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r04/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-data_pandas_read_transform-r04/data_pandas_read_transform/workload_stderr.txt""]",0.010051,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.010051
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607192101,acceptable,"[""data-processing context detected: pandas, csv""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r00/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r00/data_pandas_read_transform/workload_stderr.txt""]",0.010175,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.010175
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607192102,acceptable,"[""data-processing context detected: pandas, csv""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r01/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r01/data_pandas_read_transform/workload_stderr.txt""]",0.010031,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.010031
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607192103,acceptable,"[""data-processing context detected: pandas, csv""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r02/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r02/data_pandas_read_transform/workload_stderr.txt""]",0.009913,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.009913
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607192104,acceptable,"[""data-processing context detected: pandas, csv""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r03/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r03/data_pandas_read_transform/workload_stderr.txt""]",0.009927,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.009927
medium,data_processing,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.8,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""medium"",""large""]",moderate_memory_tabular,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Read a medium CSV with pandas and clean columns before analysis.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607192105,acceptable,"[""data-processing context detected: pandas, csv""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r04/data_pandas_read_transform/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-data_pandas_read_transform-r04/data_pandas_read_transform/workload_stderr.txt""]",0.010295,False,2026-07-19T14:04:35Z,data_pandas_read_transform,0.010295
