applied_profile,category,cleanup_status,context_signal_summary,cpu_limit_m,cpu_request_m,cpu_request_to_peak_ratio,dataset_size_hint_gb,environment_id,error_message,excluded_from_comparative_summary,exclusion_reason,exit_code,exit_reason,expected_acceptable_profiles,expected_pressure_type,expected_recommender_profiles,git_commit,input_intent,kubernetes_evidence,memory_limit_mi,memory_request_mi,memory_request_to_peak_ratio,method,missing_peak_cpu,missing_peak_memory,missing_pending_time,missing_restart_count,oom_killed,peak_cpu_m,peak_memory_mi,pod_pending_duration_seconds,policy_warnings,profile_delta,random_seed,recommendation_outcome,recommendation_reasons,recommended_profile,repeat_index,resource_measurement_source,restart_or_respawn_count,run_id,schema_version,success,supporting_log_paths,time_to_success_seconds,timeout,timestamp,workload_id,workload_runtime_seconds
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},366,244,12.2,static_manual,True,False,True,False,False,,20,,[],0,202607191105,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r03/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r03/light_small_csv_read/workload_stderr.txt""]",0.00442,False,2026-07-19T14:04:33Z,light_small_csv_read,0.00442
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},366,244,12.2,static_manual,True,False,True,False,False,,20,,[],0,202607191106,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r04/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_small_csv_read-r04/light_small_csv_read/workload_stderr.txt""]",0.004265,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004265
medium,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607191102,acceptable,"[""data-processing context detected: csv""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r00/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r00/light_small_csv_read/workload_stderr.txt""]",0.005517,False,2026-07-19T14:04:33Z,light_small_csv_read,0.005517
medium,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607191103,acceptable,"[""data-processing context detected: csv""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r01/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r01/light_small_csv_read/workload_stderr.txt""]",0.004199,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004199
medium,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607191104,acceptable,"[""data-processing context detected: csv""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r02/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r02/light_small_csv_read/workload_stderr.txt""]",0.004449,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004449
medium,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,36.6,intent_only,True,False,True,False,False,,20,,[],0,202607191105,acceptable,"[""data-processing context detected: csv""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r03/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r03/light_small_csv_read/workload_stderr.txt""]",0.004076,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004076
medium,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,34.857143,intent_only,True,False,True,False,False,,21,,[],0,202607191106,acceptable,"[""data-processing context detected: csv""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r04/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_small_csv_read-r04/light_small_csv_read/workload_stderr.txt""]",0.004203,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004203
medium,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""read_csv"",""csv""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,36.6,context_aware,True,False,True,False,False,,20,,[],0,202607191102,acceptable,"[""data-processing context detected: pandas, read_csv, csv""]",medium,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r00/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r00/light_small_csv_read/workload_stderr.txt""]",0.004106,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004106
medium,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""read_csv"",""csv""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,34.857143,context_aware,True,False,True,False,False,,21,,[],0,202607191103,acceptable,"[""data-processing context detected: pandas, read_csv, csv""]",medium,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r01/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r01/light_small_csv_read/workload_stderr.txt""]",0.004182,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004182
medium,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""read_csv"",""csv""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,34.857143,context_aware,True,False,True,False,False,,21,,[],0,202607191104,acceptable,"[""data-processing context detected: pandas, read_csv, csv""]",medium,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r02/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r02/light_small_csv_read/workload_stderr.txt""]",0.010752,False,2026-07-19T14:04:33Z,light_small_csv_read,0.010752
medium,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""read_csv"",""csv""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,34.857143,context_aware,True,False,True,False,False,,21,,[],0,202607191105,acceptable,"[""data-processing context detected: pandas, read_csv, csv""]",medium,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r03/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r03/light_small_csv_read/workload_stderr.txt""]",0.005421,False,2026-07-19T14:04:33Z,light_small_csv_read,0.005421
medium,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[""pandas"",""read_csv"",""csv""],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",1000,500,,0.04,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_memory_short_io,"[""medium""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Open a small CSV file and inspect a few columns.,{},953,732,36.6,context_aware,True,False,True,False,False,,20,,[],0,202607191106,acceptable,"[""data-processing context detected: pandas, read_csv, csv""]",medium,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r04/light_small_csv_read/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_small_csv_read-r04/light_small_csv_read/workload_stderr.txt""]",0.004206,False,2026-07-19T14:04:33Z,light_small_csv_read,0.004206
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,static_manual,True,False,True,False,False,,21,,[],0,202607191103,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r00/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r00/light_visual_aggregation/workload_stderr.txt""]",0.000942,False,2026-07-19T14:04:33Z,light_visual_aggregation,0.000942
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,static_manual,True,False,True,False,False,,21,,[],0,202607191104,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r01/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r01/light_visual_aggregation/workload_stderr.txt""]",0.000914,False,2026-07-19T14:04:33Z,light_visual_aggregation,0.000914
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,static_manual,True,False,True,False,False,,21,,[],0,202607191105,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r02/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r02/light_visual_aggregation/workload_stderr.txt""]",0.000908,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000908
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,static_manual,True,False,True,False,False,,21,,[],0,202607191106,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r03/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r03/light_visual_aggregation/workload_stderr.txt""]",0.000953,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000953
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,12.2,static_manual,True,False,True,False,False,,20,,[],0,202607191107,acceptable,"[""static/manual deterministic policy selected the smallest approved acceptable profile""]",,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r04/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-static_manual-light_visual_aggregation-r04/light_visual_aggregation/workload_stderr.txt""]",0.000907,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000907
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,12.2,intent_only,True,False,True,False,False,,20,,[],0,202607191103,acceptable,"[""basic/light workload context""]",small,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r00/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r00/light_visual_aggregation/workload_stderr.txt""]",0.000901,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000901
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,intent_only,True,False,True,False,False,,21,,[],0,202607191104,acceptable,"[""basic/light workload context""]",small,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r01/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r01/light_visual_aggregation/workload_stderr.txt""]",0.00091,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.00091
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,12.2,intent_only,True,False,True,False,False,,20,,[],0,202607191105,acceptable,"[""basic/light workload context""]",small,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r02/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r02/light_visual_aggregation/workload_stderr.txt""]",0.000949,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000949
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,12.2,intent_only,True,False,True,False,False,,20,,[],0,202607191106,acceptable,"[""basic/light workload context""]",small,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r03/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r03/light_visual_aggregation/workload_stderr.txt""]",0.000939,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000939
small,light,completed,"{""dataset_size_signal_used"":false,""detected_terms"":[],""hint_count"":0,""raw_context_available"":false,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,intent_only,True,False,True,False,False,,21,,[],0,202607191107,acceptable,"[""basic/light workload context""]",small,4,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r04,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r04/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-intent_only-light_visual_aggregation-r04/light_visual_aggregation/workload_stderr.txt""]",0.000902,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000902
small,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,context_aware,True,False,True,False,False,,21,,[],0,202607191103,acceptable,"[""basic/light workload context""]",small,0,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r00,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r00/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r00/light_visual_aggregation/workload_stderr.txt""]",0.000921,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000921
small,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,context_aware,True,False,True,False,False,,21,,[],0,202607191104,acceptable,"[""basic/light workload context""]",small,1,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r01,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r01/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r01/light_visual_aggregation/workload_stderr.txt""]",0.000963,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000963
small,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,11.619048,context_aware,True,False,True,False,False,,21,,[],0,202607191105,acceptable,"[""basic/light workload context""]",small,2,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r02,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r02/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r02/light_visual_aggregation/workload_stderr.txt""]",0.000947,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.000947
small,light,completed,"{""dataset_size_signal_used"":true,""detected_terms"":[],""hint_count"":2,""raw_context_available"":true,""raw_context_stored"":false}",500,100,,0.08,local-benchmark-orbstack-no-metrics,,False,,0,Completed,"[""small"",""medium""]",low_cpu_low_memory,"[""small""]",fea62042374075e0abc724d2dfcd7752cb3bf865,Make a quick lightweight chart and aggregate a small sample.,{},366,244,12.2,context_aware,True,False,True,False,False,,20,,[],0,202607191106,acceptable,"[""basic/light workload context""]",small,3,python_resource_getrusage,0,20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r03,1.0.0,True,"[""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r03/light_visual_aggregation/workload_stdout.jsonl"",""experiments/raw/20260719T140431Z-matrix-aed48949/20260719T140431Z-matrix-aed48949-context_aware-light_visual_aggregation-r03/light_visual_aggregation/workload_stderr.txt""]",0.00091,False,2026-07-19T14:04:34Z,light_visual_aggregation,0.00091
